Date,BTC-EUR (Price),BTC/EUR1,Gold (Price),Gold Futures,SPX-500 (Price),S&P 500 ,Myfund (Price),Myfund,MVIS Price,ITIF
2018-12-17,"3,116.30",0.09,"1,317.40",0.008,"2,545.94",-0.0208,1,0.01,1331.21,0.1231
2018-12-18,"3,250.80",0.04,"1,318.50",0.0008,"2,546.16",0.0001,1.025792,0.025792,1413.39,0.0617
2018-12-19,"3,259.60",0.00,"1,321.30",0.0021,"2,506.96",-0.0154,1.021829,-0.00386335631,1418.97,0.0039
2018-12-20,"3,586.50",0.10,"1,333.10",0.0089,"2,467.42",-0.0158,1.035229,0.01311374017,1624.37,0.1448
2018-12-21,"3,409.10",-0.05,"1,323.10",-0.0075,"2,416.62",-0.0206,1.025792,-0.00911585746,1541.73,-0.0509
2018-12-22,"3,530.70",0.04,,,,,1.025792,0,1601.08,0.0385
2018-12-23,"3,507.10",-0.01,,,,,1.016708,-0.00885559646,1654.1,0.0331
2018-12-24,"3,568.80",0.02,"1,337.00",0.0105,"2,351.10",-0.0271,1.090335,0.07241705583,1704.73,0.0306
2018-12-25,"3,353.10",-0.06,"1,270.65",-0.0496,,,1.009477,-0.07415885943,1590.08,-0.0673
2018-12-26,"3,393.20",0.01,"1,343.00",0.0532,"2,467.70",0.0496,1.02526,0.01563482873,1606.12,0.0101
2018-12-27,"3,179.40",-0.06,"1,346.50",0.0061,"2,488.83",0.0086,1.021572,-0.00359713634,1445.64,-0.0999
2018-12-28,"3,440.50",0.08,"1,348.30",0.0013,"2,485.74",-0.0012,1.070198,0.04759919027,1640.98,0.1351
2018-12-29,"3,303.50",-0.04,,,,,1.073075,0.00268828759,1575.83,-0.0397
2018-12-30,"3,403.30",0.03,,,,,1.08738,0.01333084826,1606.6,0.0195
2018-12-31,"3,256.50",-0.04,"1,347.10",-0.0009,"2,506.85",0.0085,1.036922,-0.04640328128,1516.67,-0.056
2019-01-01,"3,380.60",0.04,"1,282.85",-0.0473,,,1.094844,0.05585955356,1609.74,0.0614
2019-01-02,"3,476.40",0.03,"1,349.50",0.0515,"2,510.03",0.0013,1.205479,0.101050926,1677.11,0.0419
2019-01-03,"3,349.70",-0.04,"1,359.80",0.0076,"2,447.89",-0.0248,1.15953,-0.03811679838,1596.54,-0.048
2019-01-04,"3,389.90",0.01,"1,351.80",-0.0065,"2,531.94",0.0343,1.201825,0.03647598596,1621.98,0.0159
2019-01-05,"3,369.00",-0.01,,,,,1.210066,0.00685707154,1627.49,0.0034
2019-01-06,"3,571.70",0.06,,,,,1.226471,0.01355711176,1727.65,0.0615
2019-01-07,"3,521.70",-0.01,"1,355.20",0.0031,"2,549.69",0.007,1.248421,0.01789687649,1685.82,-0.0242
2019-01-08,"3,519.90",0.00,"1,351.10",-0.003,"2,574.41",0.0097,1.2679,0.0156029096,1696.55,0.0064
2019-01-09,"3,493.80",-0.01,"1,357.30",0.0046,"2,584.96",0.0041,1.275642,0.00610615979,1694.21,-0.0014
2019-01-10,"3,178.60",-0.09,"1,353.00",-0.0032,"2,596.64",0.0045,1.297121,0.01683779618,1477.94,-0.1277
2019-01-11,"3,192.60",0.00,"1,355.40",0.0018,"2,596.26",-0.0001,1.29084,-0.00484226221,1454.62,-0.0158
2019-01-12,"3,195.60",0.00,,,,,1.297328,0.0050261845,1460.99,0.0044
2019-01-13,"3,089.30",-0.03,,,,,1.299759,0.00187385149,1384.51,-0.0523
2019-01-14,"3,215.80",0.04,"1,357.20",0.0013,"2,582.61",-0.0053,1.29384,-0.00455392115,1476.33,0.0663
2019-01-15,"3,165.00",-0.02,"1,353.70",-0.0026,"2,610.30",0.0107,1.293632,-0.00016076176,1422.83,-0.0362
2019-01-16,"3,185.90",0.01,"1,359.30",0.0041,"2,616.10",0.0022,1.296631,0.00231827908,1435.97,0.0092
2019-01-17,"3,209.60",0.01,"1,357.90",-0.001,"2,635.96",0.0076,1.298256,0.00125324784,1450.63,0.0102
2019-01-18,"3,196.80",0.00,"1,348.10",-0.0072,"2,670.71",0.0132,1.294908,-0.00257884423,1419.66,-0.0213
2019-01-19,"3,274.80",0.02,,,,,1.294927,0.00001467286,1457.04,0.0263
2019-01-20,"3,136.60",-0.04,"1,280.50",-0.049,,,1.291738,-0.00246268709,1389.49,-0.0464
2019-01-21,"3,128.90",0.00,"1,276.15",-0.0023,,,1.291982,0.00018889279,1388.85,-0.0005
2019-01-22,"3,167.70",0.01,"1,348.40",0.0542,"2,632.90",-0.0142,1.29558,0.00278486852,1412.51,0.017
2019-01-23,"3,137.40",-0.01,"1,349.30",0.0007,"2,638.70",0.0022,1.294462,-0.00086293398,1410.27,-0.0016
2019-01-24,"3,186.10",0.02,"1,344.90",-0.0033,"2,642.33",0.0014,1.293693,-0.0005940692,1421.18,0.0077
2019-01-25,"3,140.50",-0.01,"1,360.00",0.0142,"2,664.76",0.0085,1.295311,0.00125068312,1404.19,-0.012
2019-01-26,"3,148.90",0.00,,,,,1.296252,0.00072646646,1399.93,-0.003
2019-01-27,"3,127.60",-0.01,,,,,1.299911,0.0028227536,1364.61,-0.0252
2019-01-28,"3,019.50",-0.03,"1,369.80",0.0043,"2,643.85",-0.0078,1.291585,-0.00640505388,1290.48,-0.0543
2019-01-29,"2,989.00",-0.01,"1,375.60",0.0042,"2,640.00",-0.0015,1.293118,0.00118691375,1270.7,-0.0153
2019-01-30,"3,026.50",0.01,"1,377.60",0.0002,"2,681.05",0.0155,1.291426,-0.00130846528,1327.69,0.0448
2019-01-31,"2,995.70",-0.01,"1,384.00",0.0059,"2,704.10",0.0086,1.295604,0.00323518343,1299.48,-0.0212
2019-02-01,"3,031.90",0.01,"1,382.60",-0.0021,"2,706.53",0.0009,1.290308,-0.00408766876,1308.14,0.0067
2019-02-02,"3,054.40",0.01,,,,,1.294425,0.00319071106,1346.54,0.0294
2019-02-03,"2,991.80",-0.02,,,,,1.299282,0.00375224521,1305.18,-0.0307
2019-02-04,"3,010.60",0.01,"1,378.30",-0.002,"2,724.87",0.0068,1.292104,-0.00552458973,1305.37,0.0001
2019-02-05,"3,027.50",0.01,"1,378.60",0.0002,"2,737.70",0.0047,1.298854,0.00522403769,1303.41,-0.0015
2019-02-06,"2,991.80",-0.01,"1,373.80",-0.0035,"2,731.61",-0.0022,1.297302,-0.0011948995,1263.68,-0.0305
2019-02-07,"2,976.10",-0.01,"1,373.60",-0.0001,"2,706.05",-0.0094,1.294053,-0.00250442842,1270.81,0.0056
2019-02-08,"3,220.50",0.08,"1,377.80",0.0031,"2,707.88",0.0007,1.290027,-0.00311115542,1451.08,0.1419
2019-02-09,"3,219.90",0.00,,,,,1.291396,0.0010612181,1457.85,0.0047
2019-02-10,"3,262.70",0.01,,,,,1.297407,0.00465465279,1485.38,0.0189
2019-02-11,"3,224.00",-0.01,"1,371.20",-0.0048,"2,709.80",0.0007,1.297388,-0.00001464459,1421.38,-0.0431
2019-02-12,"3,186.00",-0.01,"1,373.20",0.0015,"2,744.73",0.0129,1.29825,0.00066441188,1439.44,0.0127
2019-02-13,"3,199.30",0.00,"1,374.60",0.001,"2,753.03",0.003,1.298079,-0.00013171577,1415.68,-0.0165
2019-02-14,"3,184.40",0.00,"1,373.20",-0.001,"2,745.73",-0.0027,1.298158,0.00006085916,1407.4,-0.0058
2019-02-15,"3,188.00",0.00,"1,381.20",0.0058,"2,775.60",0.0109,1.29423,-0.00302582582,1425.81,0.0131
2019-02-16,"3,211.20",0.01,,,,,1.294151,-0.00006104016,1437.32,0.0081
2019-02-17,"3,248.40",0.01,"1,323.85",-0.0412,,,1.29871,0.00352277284,1472.97,0.0248
2019-02-18,"3,444.50",0.06,"1,324.05",0.004,,,1.295895,-0.00216753548,1595.79,0.0834
2019-02-19,"3,459.50",0.00,"1,403.90",0.0559,"2,779.76",0.0015,1.290064,-0.00449959295,1604.64,0.0055
2019-02-20,"3,509.50",0.01,"1,406.70",0.002,"2,784.70",0.0018,1.292718,0.00205726228,1669.81,0.0406
2019-02-21,"3,476.90",-0.01,"1,388.00",-0.0139,"2,774.88",-0.0035,1.296128,0.00263785296,1613.61,-0.0337
2019-02-22,"3,513.10",0.01,"1,392.50",0.0038,"2,792.67",0.0064,1.299142,0.00232538762,1641.16,0.0171
2019-02-23,"3,657.00",0.04,,,,,1.294635,-0.00346921276,1721.1,0.0487
2019-02-24,"3,326.10",-0.09,,,,,1.296203,0.00121115218,1489.49,-0.1346
2019-02-25,"3,382.20",0.02,"1,389.00",-0.0025,"2,796.11",0.0012,1.297069,0.00066810523,1560.06,0.0474
2019-02-26,"3,352.00",-0.01,"1,387.90",-0.0008,"2,793.90",-0.0008,1.293619,-0.00265984308,1535.38,-0.0158
2019-02-27,"3,361.00",0.00,"1,380.50",-0.0053,"2,792.38",-0.0005,1.29838,0.00368037266,1529.88,-0.0036
2019-02-28,"3,365.50",0.00,"1,374.00",-0.0038,"2,784.49",-0.0028,1.293201,-0.00398881683,1535.06,0.0034
2019-03-01,"3,371.70",0.00,"1,358.30",-0.0124,"2,803.69",0.0069,1.290791,-0.00186359274,1551.02,0.0104
2019-03-02,"3,393.60",0.01,,,,,1.293453,0.00206230133,1554.91,0.0025
2019-03-03,"3,371.40",-0.01,,,,,1.298214,0.00368084499,1542.63,-0.0079
2019-03-04,"3,291.50",-0.02,"1,346.30",-0.0088,"2,792.81",-0.0039,1.293383,-0.00372126629,1486.17,-0.0366
2019-03-05,"3,422.70",0.04,"1,343.50",-0.0021,"2,789.65",-0.0011,1.29152,-0.0014404086,1600.43,0.0769
2019-03-06,"3,424.40",0.00,"1,346.50",0.0022,"2,771.45",-0.0065,1.299061,0.00583885654,1623.88,0.0147
2019-03-07,"3,461.80",0.01,"1,344.90",-0.0012,"2,748.93",-0.0081,1.293152,-0.00454867015,1627.84,0.0024
2019-03-08,"3,446.00",0.00,"1,358.50",0.0101,"2,743.07",-0.0021,1.290606,-0.00196883274,1604.13,-0.0146
2019-03-09,"3,510.30",0.02,,,,,1.292686,0.001611646,1655.25,0.0319
2019-03-10,"3,493.00",0.00,,,,,1.293279,0.00045873476,1658.42,0.0019
2019-03-11,"3,444.90",-0.01,"1,350.00",-0.0063,"2,783.30",0.0147,1.290498,-0.00215034807,1631.63,-0.0162
2019-03-12,"3,443.10",0.00,"1,356.60",0.0049,"2,791.52",0.003,1.295241,0.00367532534,1654.03,0.0137
2019-03-13,"3,410.40",-0.01,"1,368.10",0.0085,"2,810.92",0.0069,1.296067,0.00063771916,1651.63,-0.0015
2019-03-14,"3,431.80",0.01,"1,352.90",-0.0111,"2,808.48",-0.0009,1.299565,0.00269893455,1658.52,0.0042
2019-03-15,"3,463.40",0.01,"1,360.60",0.0057,"2,822.48",0.005,1.290509,-0.00696848561,1713.48,0.0331
2019-03-16,"3,554.20",0.03,,,,,1.297128,0.00512898399,1771.73,0.034
2019-03-17,"3,544.70",0.00,,,,,1.298469,0.00103382241,1760.14,-0.0065
2019-03-18,"3,521.90",-0.01,"1,359.40",-0.0009,"2,832.94",0.0037,1.293571,-0.00377213472,1767.95,0.0044
2019-03-19,"3,551.00",0.01,"1,364.70",0.0039,"2,832.57",-0.0001,1.292512,-0.00081866399,1772.23,0.0024
2019-03-20,"3,550.10",0.00,"1,359.50",-0.0038,"2,824.23",-0.0029,1.293833,0.0010220408,1777.63,0.003
2019-03-21,"3,514.20",-0.01,"1,364.50",0.0037,"2,854.88",0.0109,1.292346,-0.00114929825,1725.92,-0.0291
2019-03-22,"3,538.70",0.01,"1,368.20",0.0035,"2,800.71",-0.019,1.296544,0.00324835609,1745.37,0.0113
2019-03-23,"3,535.80",0.00,,,,,1.294785,-0.00135668361,1770.48,0.0144
2019-03-24,"3,550.20",0.00,,,,,1.295067,0.00021779678,1747.35,-0.0131
2019-03-25,"3,472.70",-0.02,"1,378.10",0.0064,"2,798.36",-0.0008,1.299828,0.00367625768,1707.83,-0.0226
2019-03-26,"3,491.30",0.01,"1,369.30",-0.0064,"2,818.46",0.0072,1.293171,-0.00512144684,1712.75,0.0029
2019-03-27,"3,586.30",0.03,"1,363.80",-0.004,"2,805.37",-0.0046,1.296166,0.00231601234,1790.59,0.0454
2019-03-28,"3,588.20",0.00,"1,342.20",-0.0157,"2,815.44",0.0036,1.293959,-0.001702714,1767.06,-0.0131
2019-03-29,"3,661.30",0.02,"1,354.10",0.0027,"2,834.40",0.0067,1.297906,0.00305032849,1802.1,0.0198
2019-03-30,"3,665.00",0.00,,,,,1.294718,-0.00245626417,1785.58,-0.0092
2019-03-31,"3,665.40",0.00,,,,,1.290209,-0.00348261166,1790.66,0.0028
2019-04-01,"3,707.50",0.01,"1,342.70",-0.0025,"2,867.19",0.0116,1.292697,0.00192836974,1801.41,0.006
2019-04-02,"4,382.30",0.18,"1,340.80",0.0009,"2,867.24",0,1.294753,0.00159047325,2174.89,0.2073
2019-04-03,"4,428.10",0.01,"1,344.00",0.0001,"2,873.40",0.0021,1.295316,0.00043483197,2284.14,0.0502
2019-04-04,"4,381.30",-0.01,"1,343.50",-0.0004,"2,879.39",0.0021,1.298804,0.00269277921,2228.44,-0.0244
2019-04-05,"4,502.70",0.03,"1,345.20",0.0013,"2,892.74",0.0046,1.296803,-0.00154064817,2357.11,0.0577
2019-04-06,"4,516.50",0.00,,,,,1.290224,-0.00507324551,2380.66,0.01
2019-04-07,"4,651.80",0.03,,,,,1.296932,0.00519909721,2498.42,0.0495
2019-04-08,"4,707.70",0.01,"1,351.90",0.005,"2,895.77",0.001,1.291481,-0.00420299599,2457.43,-0.0164
2019-04-09,"4,626.10",-0.02,"1,358.40",0.0048,"2,878.20",-0.0061,1.299216,0.005989248,2378.84,-0.032
2019-04-10,"4,729.00",0.02,"1,363.90",0.004,"2,888.21",0.0035,1.298779,-0.0003363567,2415.94,0.0156
2019-04-11,"4,500.10",-0.05,"1,356.60",-0.015,"2,888.32",0,1.296726,-0.00158071543,2215.73,-0.0829
2019-04-12,"4,519.00",0.00,"1,346.30",0.0022,"2,907.41",0.0066,1.290817,-0.00455686089,2230.23,0.0065
2019-04-13,"4,528.10",0.00,,,,,1.299029,0.00636186229,2222.86,-0.0033
2019-04-14,"4,592.70",0.01,,,,,1.294919,-0.00316390165,2290.4,0.0304
2019-04-15,"4,475.50",-0.03,"1,342.40",-0.0029,"2,905.58",-0.0006,1.296171,0.00096685584,2246.31,-0.0192
2019-04-16,"4,626.70",0.03,"1,329.00",-0.0107,"2,907.06",0.0005,1.293208,-0.00228596381,2307.89,0.0274
2019-04-17,"4,646.30",0.00,"1,327.60",-0.0004,"2,900.45",-0.0023,1.297999,0.00370474046,2305.8,-0.0009
2019-04-18,"4,716.20",0.02,"1,326.90",-0.0005,"2,905.03",0.0016,1.321335,0.0179784422,2335.03,0.0127
2019-04-19,"4,724.40",0.00,"1,277.90",-0.0369,,,1.338272,0.01281809685,2326.03,-0.0039
2019-04-20,"4,750.00",0.01,,,,,1.337691,-0.00043414194,2308.5,-0.0075
2019-04-21,"4,738.40",0.00,,,,,1.322101,-0.01165441047,2243.93,-0.028
2019-04-22,"4,804.60",0.01,"1,328.50",0.0396,"2,907.97",0.001,1.336251,0.0107026619,2260.12,0.0072
2019-04-23,"4,952.50",0.03,"1,323.80",-0.0035,"2,933.68",0.0088,1.332986,-0.00244340322,2233.11,-0.012
2019-04-24,"4,902.40",-0.01,"1,329.90",0.0046,"2,927.25",-0.0022,1.289291,-0.03277978914,2156.87,-0.0341
2019-04-25,"4,645.60",-0.05,"1,330.20",0.0002,"2,926.17",-0.0004,1.250892,-0.02978303579,2042.57,-0.053
2019-04-26,"4,676.20",0.01,"1,339.20",0.0068,"2,939.88",0.0047,1.235586,-0.01223606834,2082.56,0.0196
2019-04-27,"4,708.00",0.01,,,,,1.231758,-0.0030981251,2077.71,-0.0023
2019-04-28,"4,710.70",0.00,,,,,1.222972,-0.00713289461,2055.52,-0.0107
2019-04-29,"4,651.00",-0.01,"1,331.60",-0.0057,"2,943.03",0.0011,1.206645,-0.01335026476,2006.09,-0.024
2019-04-30,"4,735.10",0.02,"1,335.70",0.0031,"2,945.83",0.001,1.260836,0.04491047491,2148.97,0.0712
2019-05-01,"4,800.20",0.01,"1,334.20",-0.0011,"2,923.73",-0.0075,1.25034,-0.0083246354,2137.94,-0.0051
2019-05-02,"4,874.10",0.02,"1,323.00",-0.009,"2,917.52",-0.0021,1.260447,0.00808340131,2134.61,-0.0016
2019-05-03,"5,100.10",0.05,"1,331.70",0.0072,"2,945.64",0.0096,1.305774,0.03596105191,2245.02,0.0517
2019-05-04,"5,214.30",0.02,,,,,1.275297,-0.02334017985,2221.63,-0.0104
2019-05-05,"5,176.90",-0.01,,,,,1.270787,-0.00353643112,2204.39,-0.0078
2019-05-06,"5,127.90",-0.01,"1,334.00",0.0017,"2,932.47",-0.0045,1.342315,0.05628638001,2210.87,0.0029
2019-05-07,"5,205.00",0.02,"1,335.80",0.0013,"2,884.05",-0.0165,1.320157,-0.01650730268,2173.71,-0.0168
2019-05-08,"5,335.30",0.03,"1,338.00",-0.0033,"2,879.42",-0.0016,1.329099,0.0067734368,2201.38,0.0127
2019-05-09,"5,493.70",0.03,"1,335.10",0.0028,"2,870.72",-0.003,1.323967,-0.0038612624,2184.76,-0.0075
2019-05-10,"5,670.00",0.03,"1,337.20",0.0016,"2,881.40",0.0037,1.346125,0.01673606668,2228.05,0.0198
2019-05-11,"6,339.70",0.12,,,,,1.510639,0.1222130189,2542.84,0.1413
2019-05-12,"6,206.70",-0.02,,,,,1.456449,-0.03587223685,2479.68,-0.0248
2019-05-13,"6,949.30",0.12,"1,350.20",0.0097,"2,811.87",-0.0241,1.530465,0.05081949316,2627.31,0.0595
2019-05-14,"7,124.10",0.03,"1,343.40",-0.005,"2,834.41",0.008,1.688293,0.1031242139,2824.67,0.0751
2019-05-15,"7,310.10",0.03,"1,344.50",0.0008,"2,850.96",0.0058,1.921537,0.1381537446,3119.43,0.1044
2019-05-16,"7,054.10",-0.04,"1,333.10",-0.0085,"2,876.32",0.0089,2.052619,0.06821726566,3039.73,-0.0255
2019-05-17,"6,617.60",-0.06,"1,322.50",-0.008,"2,859.53",-0.0058,1.89518,-0.07670152132,2846.72,-0.0635
2019-05-18,"6,549.90",-0.01,,,,,1.823963,-0.03757796093,2762.73,-0.0295
2019-05-19,"7,351.20",0.12,,,,,2.031472,0.1137682069,3097.19,0.1211
2019-05-20,"7,173.70",-0.02,"1,324.20",0.0013,"2,840.23",-0.0067,1.958156,-0.0360900864,3002.35,-0.0306
2019-05-21,"7,137.90",-0.01,"1,320.10",-0.0031,"2,864.36",0.0085,1.98428,0.01334112297,3005.45,0.001
2019-05-22,"6,855.30",-0.04,"1,321.30",0.0009,"2,856.27",-0.0028,1.981014,-0.00164593707,2832.25,-0.0576
2019-05-23,"7,055.20",0.03,"1,328.40",0.0079,"2,822.24",-0.0119,1.912362,-0.03465497972,2907.81,0.0267
2019-05-24,"7,146.30",0.01,"1,329.20",-0.0013,"2,826.06",0.0014,1.939652,0.01427031075,2985.97,0.0269
2019-05-25,"7,223.70",0.01,,,,,1.957378,0.00913875272,3000.81,0.005
2019-05-26,"7,801.00",0.08,"1,283.65",-0.0345,,,2.07641,0.06081196376,3216.35,0.0718
2019-05-27,"7,852.90",0.01,"1,283.25",0.0006,,,1.982179,-0.04538169244,3299.67,0.0259
2019-05-28,"7,827.60",0.00,"1,322.60",0.0298,"2,802.39",-0.0084,1.982551,0.00018767225,3299.38,-0.0001
2019-05-29,"7,801.40",0.00,"1,327.80",0.0024,"2,783.02",-0.0069,1.982403,-0.0000746513,3322.44,0.007
2019-05-30,"7,460.60",-0.04,"1,332.40",0.0048,"2,788.86",0.0021,1.983383,0.00049434953,3138.19,-0.0555
2019-05-31,"7,689.30",0.03,"1,342.90",0.0125,"2,752.06",-0.0132,1.986289,0.00146517339,3292.75,0.0493
2019-06-01,"7,711.00",0.00,,,,,1.989261,0.00149625759,3246.76,-0.014
2019-06-02,"7,864.90",0.02,,,,,1.987351,-0.00096015556,3335.11,0.0272
2019-06-03,"7,252.80",-0.08,"1,356.50",0.0116,"2,744.45",-0.0028,1.987289,-0.00003119731,3095.95,-0.0717
2019-06-04,"6,832.70",-0.06,"1,366.50",0.0009,"2,803.27",0.0214,1.980913,-0.00320839093,2943.42,-0.0493
2019-06-05,"6,960.20",0.02,"1,368.80",0.0027,"2,826.15",0.0082,1.990542,0.0048608899,2996.74,0.0181
2019-06-06,"6,944.10",0.00,"1,370.00",0.0061,"2,843.49",0.0061,1.983985,-0.00329407769,3058.28,0.0205
2019-06-07,"7,098.40",0.02,"1,382.40",0.0025,"2,873.34",0.0105,2.024322,0.02033130291,3116.35,0.019
2019-06-08,"7,062.80",-0.01,,,,,2.020853,-0.00171366018,3079.41,-0.0119
2019-06-09,"6,812.10",-0.04,,,,,1.979563,-0.02043196611,2951.52,-0.0415
2019-06-10,"7,109.50",0.04,"1,367.00",-0.0109,"2,886.73",0.0047,1.966442,-0.00662823057,3131.08,0.0608
2019-06-11,"7,015.20",-0.01,"1,369.00",0.0015,"2,885.72",-0.0003,1.973939,0.00381246942,3123.64,-0.0024
2019-06-12,"7,260.20",0.03,"1,373.80",0.0035,"2,879.84",-0.002,2.030725,0.02876785959,3228.84,0.0337
2019-06-13,"7,324.80",0.01,"1,378.30",0.005,"2,891.64",0.0041,2.042638,0.00586637777,3204.05,-0.0077
2019-06-14,"7,773.00",0.06,"1,379.80",0.0006,"2,886.98",-0.0016,2.01338,-0.01432363444,3284.96,0.0253
2019-06-15,"7,898.30",0.02,,,,,2.040452,0.01344604595,3346.04,0.0186
2019-06-16,"8,010.20",0.01,,,,,2.080633,0.01969220545,3378.18,0.0096
2019-06-17,"8,329.30",0.04,"1,379.70",-0.0014,"2,889.67",0.0009,2.131326,0.02436421993,3436.18,0.0172
2019-06-18,"8,117.20",-0.03,"1,379.70",0.0057,"2,917.75",0.0097,2.165458,0.01601444359,3342.13,-0.0274
2019-06-19,"8,273.90",0.02,"1,382.10",-0.0022,"2,926.46",0.003,2.165458,,3387.84,0.0137
2019-06-20,"8,455.70",0.02,"1,417.40",0.0325,"2,954.18",0.0095,2.165458,,3386.82,-0.0003
2019-06-21,"8,988.60",0.06,"1,419.60",0.0023,"2,950.46",-0.0013,2.165458,,3562.58,0.0519
2019-06-22,"9,362.40",0.04,,,,,2.304107,0.06402756368,3744.87,0.0512
2019-06-23,"9,503.80",0.02,,,,,2.332807,0.01245601875,3713.01,-0.0085
2019-06-24,"9,686.10",0.02,"1,439.00",0.0127,"2,945.35",-0.0017,2.356306,0.01007327224,3730.97,0.0048
2019-06-25,"10,340.30",0.07,"1,448.70",0.0003,"2,917.38",-0.0095,2.4229,0.02826203388,3766.57,0.0095
2019-06-26,"11,263.80",0.09,"1,440.50",-0.0024,"2,913.78",-0.0012,2.72156,0.1232655083,3849.95,0.0221
2019-06-27,"9,785.40",-0.13,"1,444.50",-0.0023,"2,924.92",0.0038,2.266014,-0.1673841473,3358.85,-0.1276
2019-06-28,"10,886.00",0.11,"1,445.70",0.0016,"2,941.76",0.0058,,,3564.33,0.0612
2019-06-29,"10,455.00",-0.04,,,,,,,3636.52,0.0203
2019-06-30,"9,481.60",-0.09,,,,,2.286885,0.00921044618,3320.33,-0.0869
2019-07-01,"9,371.60",-0.01,"1,424.40",-0.016,"2,964.33",0.0077,,,3363.48,0.013
2019-07-02,"9,601.80",0.02,"1,428.60",0.0135,"2,973.01",0.0029,2.22113,-0.02875308553,3320.08,-0.0129
2019-07-03,"10,617.90",0.11,"1,461.90",0.0091,"2,995.82",0.0077,2.280957,0.02693538874,3460.4,0.0423
2019-07-04,"9,924.60",-0.07,"1,412.85",-0.0223,,,2.281527,0.00024989511,3295.02,-0.0478
2019-07-05,"9,809.80",-0.01,"1,428.00",0.0092,"2,990.41",-0.0018,2.212599,-0.0302113453,3282.02,-0.0039
2019-07-06,"10,037.00",0.02,,,,,,,3333.33,0.0156
2019-07-07,"10,243.40",0.02,,,,,,,3418.06,0.0254
2019-07-08,"10,981.20",0.07,"1,436.90",0.0005,"2,975.95",-0.0048,2.304977,0.04175090019,3497.02,0.0231
2019-07-09,"11,229.40",0.02,"1,430.60",0.0007,"2,979.63",0.0012,2.319889,0.00646947887,3452.42,-0.0128
2019-07-10,"10,775.80",-0.04,"1,450.50",0.0085,"2,993.07",0.0045,2.294095,-0.01111863542,3232.48,-0.0637
2019-07-11,"10,099.20",-0.06,"1,461.40",-0.0036,"2,999.91",0.0023,2.057467,-0.1031465567,2993.33,-0.074
2019-07-12,"10,489.70",0.04,"1,450.90",0.0039,"3,013.77",0.0046,2.135597,0.03797387759,3120.3,0.0424
2019-07-13,"10,114.90",-0.04,,,,,2.022085,-0.05315235037,3020.48,-0.032
2019-07-14,"9,217.90",-0.09,,,,,1.779541,-0.11994748,2653.85,-0.1214
2019-07-15,"9,653.20",0.05,"1,452.30",0.001,"3,014.30",0.0002,1.957165,0.09981450273,2745.01,0.0344
2019-07-16,"8,404.00",-0.13,"1,453.40",-0.0014,"3,004.04",-0.0034,1.790719,-0.08504443928,2453.31,-0.1063
2019-07-17,"8,647.10",0.03,"1,455.00",0.0085,"2,984.42",-0.0065,1.654402,-0.07612417135,2592.14,0.0566
2019-07-18,"9,464.20",0.09,"1,459.40",0.0032,"2,995.11",0.0036,1.698791,0.02683084281,2796.4,0.0788
2019-07-19,"9,400.90",-0.01,"1,461.50",-0.0012,"2,976.61",-0.0062,1.797025,0.05782583025,2770.25,-0.0094
2019-07-20,"9,608.10",0.02,,,,,,,2858.4,0.0318
2019-07-21,"9,458.20",-0.02,,,,,1.840503,0.02419443246,2814.55,-0.0153
2019-07-22,"9,232.70",-0.02,"1,466.00",0.0003,"2,985.03",0.0028,1.781789,-0.03190106183,2730.76,-0.0298
2019-07-23,"8,854.10",-0.04,"1,458.60",-0.0035,"3,005.47",0.0068,1.7481,-0.01890740149,2605.57,-0.0458
2019-07-24,"8,785.00",-0.01,"1,467.20",0.0014,"3,019.56",0.0047,1.752204,0.00234769178,2650.93,0.0174
2019-07-25,"8,884.10",0.01,"1,456.10",-0.0058,"3,003.67",-0.0053,,,2645.69,-0.002
2019-07-26,"8,860.20",0.00,"1,460.40",0.0041,"3,025.86",0.0074,,,2692.39,0.0177
2019-07-27,"8,521.80",-0.04,,,,,1.785156,0.01880602943,2570.1,-0.0454
2019-07-28,"8,582.20",0.01,,,,,,,2588.14,0.007
2019-07-29,"8,535.70",-0.01,"1,461.70",0.0009,"3,020.97",-0.0016,,,2575.86,-0.0047
2019-07-30,"8,597.00",0.01,"1,469.00",0.0059,"3,013.18",-0.0026,1.737445,-0.02672651578,2603.86,0.0109
2019-07-31,"9,105.10",0.06,"1,452.90",-0.0027,"2,980.38",-0.0109,,,2700.45,0.0371
2019-08-01,"9,384.90",0.03,"1,443.30",-0.0033,"2,953.56",-0.009,1.773093,0.02051748401,2702.94,0.0009
2019-08-02,"9,473.60",0.01,"1,476.20",0.0163,"2,932.05",-0.0073,1.819,0.02589091492,2676.96,-0.0096
2019-08-03,"9,732.40",0.03,,,,,,,2711.69,0.013
2019-08-04,"9,875.00",0.01,,,,,1.828996,0.0054953271,2724.97,0.0049
2019-08-05,"10,487.90",0.06,"1,487.40",0.0116,"2,844.74",-0.0298,1.926187,0.05313898992,2821.34,0.0354
2019-08-06,"10,227.00",-0.02,"1,498.60",0.0047,"2,881.77",0.013,1.96227,0.01873286446,2718.31,-0.0365
2019-08-07,"10,669.60",0.04,"1,510.60",0.0231,"2,883.98",0.0008,1.863254,-0.05045992651,2738.41,0.0074
2019-08-08,"10,724.40",0.01,"1,532.60",-0.0062,"2,938.09",0.0188,,,2713.67,-0.009
