Date,Myfund (Price),Myfund (Change),BTC-EUR (Price),BTC-EUR (Change),BTC-EUR (Change),Risk,Gold (Price),Gold (Change),SPX-500 (Price),SPX-500 (Change)
2018-12-17,1,1,"3,116.30",8.83%,0.09,8.83,"1,317.40",0.80%,"2,545.94",-2.08%
2018-12-18,1.025792,2.5792,"3,250.80",4.31%,0.04,4.31,"1,318.50",0.08%,"2,546.16",0.01%
2018-12-19,1.021829,-0.38634,"3,259.60",0.27%,0.00,0.27,"1,321.30",0.21%,"2,506.96",-1.54%
2018-12-20,1.035229,1.311374,"3,586.50",10.03%,0.10,10.03,"1,333.10",0.89%,"2,467.42",-1.58%
2018-12-21,1.025792,-0.91159,"3,409.10",-4.95%,-0.05,-4.95,"1,323.10",-0.75%,"2,416.62",-2.06%
2018-12-22,1.025792,0,"3,530.70",3.57%,0.0357,3.57,,,,
2018-12-23,1.016708,-0.88556,"3,507.10",-0.67%,-0.0067,-0.67,,,,
2018-12-24,1.090335,7.241706,"3,568.80",1.76%,0.02,1.76,"1,337.00",1.05%,"2,351.10",-2.71%
2018-12-25,1.009477,-7.41589,"3,353.10",-6.04%,-0.06,-6.04,"1,270.65",-4.96%,,
2018-12-26,1.02526,1.563483,"3,393.20",1.20%,0.01,1.20,"1,343.00",5.32%,"2,467.70",4.96%
2018-12-27,1.021572,-0.35971,"3,179.40",-6.30%,-0.06,-6.30,"1,346.50",0.61%,"2,488.83",0.86%
2018-12-28,1.070198,4.759919,"3,440.50",8.21%,0.08,8.21,"1,348.30",0.13%,"2,485.74",-0.12%
2018-12-29,1.073075,0.268829,"3,303.50",-3.98%,-0.0398,-3.98,,,,
2018-12-30,1.08738,1.333085,"3,403.30",3.02%,0.0302,3.02,,,,
2018-12-31,1.036922,-4.64033,"3,256.50",-4.31%,-0.04,-4.31,"1,347.10",-0.09%,"2,506.85",0.85%
2019-01-01,1.094844,5.585955,"3,380.60",3.81%,0.04,3.81,"1,282.85",-4.73%,,
2019-01-02,1.205479,10.10509,"3,476.40",2.83%,0.03,2.83,"1,349.50",5.15%,"2,510.03",0.13%
2019-01-03,1.15953,-3.81168,"3,349.70",-3.64%,-0.04,-3.64,"1,359.80",0.76%,"2,447.89",-2.48%
2019-01-04,1.201825,3.647599,"3,389.90",1.20%,0.01,1.20,"1,351.80",-0.65%,"2,531.94",3.43%
2019-01-05,1.210066,0.685707,"3,369.00",-0.62%,-0.0062,-0.62,,,,
2019-01-06,1.226471,1.355711,"3,571.70",6.01%,0.0601,6.01,,,,
2019-01-07,1.248421,1.789688,"3,521.70",-1.40%,-0.01,-1.40,"1,355.20",0.31%,"2,549.69",0.70%
2019-01-08,1.2679,1.560291,"3,519.90",-0.05%,0.00,-0.05,"1,351.10",-0.30%,"2,574.41",0.97%
2019-01-09,1.275642,0.610616,"3,493.80",-0.74%,-0.01,-0.74,"1,357.30",0.46%,"2,584.96",0.41%
2019-01-10,1.297121,1.68378,"3,178.60",-9.02%,-0.09,-9.02,"1,353.00",-0.32%,"2,596.64",0.45%
2019-01-11,1.29084,-0.48423,"3,192.60",0.44%,0.00,0.44,"1,355.40",0.18%,"2,596.26",-0.01%
2019-01-12,1.297328,0.502618,"3,195.60",0.10%,0.001,0.1,,,,
2019-01-13,1.299759,0.187385,"3,089.30",-3.33%,-0.0333,-3.33,,,,
2019-01-14,1.29384,-0.45539,"3,215.80",4.09%,0.04,4.09,"1,357.20",0.13%,"2,582.61",-0.53%
2019-01-15,1.293632,-0.01608,"3,165.00",-1.58%,-0.02,-1.58,"1,353.70",-0.26%,"2,610.30",1.07%
2019-01-16,1.296631,0.231828,"3,185.90",0.66%,0.01,0.66,"1,359.30",0.41%,"2,616.10",0.22%
2019-01-17,1.298256,0.125325,"3,209.60",0.74%,0.01,0.74,"1,357.90",-0.10%,"2,635.96",0.76%
2019-01-18,1.294908,-0.25788,"3,196.80",-0.40%,0.00,-0.40,"1,348.10",-0.72%,"2,670.71",1.32%
2019-01-19,1.294927,0.001467,"3,274.80",2.44%,0.0244,2.44,,,,
2019-01-20,1.291738,-0.24627,"3,136.60",-4.22%,-0.04,-4.22,"1,280.50",-4.90%,,
2019-01-21,1.291982,0.018889,"3,128.90",-0.24%,0.00,-0.24,"1,276.15",-0.23%,,
2019-01-22,1.29558,0.278487,"3,167.70",1.24%,0.01,1.24,"1,348.40",5.42%,"2,632.90",-1.42%
2019-01-23,1.294462,-0.08629,"3,137.40",-0.96%,-0.01,-0.96,"1,349.30",0.07%,"2,638.70",0.22%
2019-01-24,1.293693,-0.05941,"3,186.10",1.55%,0.02,1.55,"1,344.90",-0.33%,"2,642.33",0.14%
2019-01-25,1.295311,0.125068,"3,140.50",-1.43%,-0.01,-1.43,"1,360.00",1.42%,"2,664.76",0.85%
2019-01-26,1.296252,0.072647,"3,148.90",0.27%,0.0027,0.27,,,,
2019-01-27,1.299911,0.282275,"3,127.60",-0.68%,-0.0068,-0.68,,,,
2019-01-28,1.291585,-0.64051,"3,019.50",-3.46%,-0.03,-3.46,"1,369.80",0.43%,"2,643.85",-0.78%
2019-01-29,1.293118,0.118691,"2,989.00",-1.01%,-0.01,-1.01,"1,375.60",0.42%,"2,640.00",-0.15%
2019-01-30,1.291426,-0.13085,"3,026.50",1.26%,0.01,1.26,"1,377.60",0.02%,"2,681.05",1.55%
2019-01-31,1.295604,0.323518,"2,995.70",-1.02%,-0.01,-1.02,"1,384.00",0.59%,"2,704.10",0.86%
2019-02-01,1.290308,-0.40877,"3,031.90",1.21%,0.01,1.21,"1,382.60",-0.21%,"2,706.53",0.09%
2019-02-02,1.294425,0.319071,"3,054.40",0.74%,0.0074,0.74,,,,
2019-02-03,1.299282,0.375225,"2,991.80",-2.05%,-0.0205,-2.05,,,,
2019-02-04,1.292104,-0.55246,"3,010.60",0.63%,0.01,0.63,"1,378.30",-0.20%,"2,724.87",0.68%
2019-02-05,1.298854,0.522404,"3,027.50",0.56%,0.01,0.56,"1,378.60",0.02%,"2,737.70",0.47%
2019-02-06,1.297302,-0.11949,"2,991.80",-1.18%,-0.01,-1.18,"1,373.80",-0.35%,"2,731.61",-0.22%
2019-02-07,1.294053,-0.25044,"2,976.10",-0.52%,-0.01,-0.52,"1,373.60",-0.01%,"2,706.05",-0.94%
2019-02-08,1.290027,-0.31112,"3,220.50",8.21%,0.08,8.21,"1,377.80",0.31%,"2,707.88",0.07%
2019-02-09,1.291396,0.106122,"3,219.90",-0.02%,-0.0002,-0.02,,,,
2019-02-10,1.297407,0.465465,"3,262.70",1.33%,0.0133,1.33,,,,
2019-02-11,1.297388,-0.00146,"3,224.00",-1.19%,-0.01,-1.19,"1,371.20",-0.48%,"2,709.80",0.07%
2019-02-12,1.29825,0.066441,"3,186.00",-1.18%,-0.01,-1.18,"1,373.20",0.15%,"2,744.73",1.29%
2019-02-13,1.298079,-0.01317,"3,199.30",0.42%,0.00,0.42,"1,374.60",0.10%,"2,753.03",0.30%
2019-02-14,1.298158,0.006086,"3,184.40",-0.47%,0.00,-0.47,"1,373.20",-0.10%,"2,745.73",-0.27%
2019-02-15,1.29423,-0.30258,"3,188.00",0.11%,0.00,0.11,"1,381.20",0.58%,"2,775.60",1.09%
2019-02-16,1.294151,-0.0061,"3,211.20",0.73%,0.0073,0.73,,,,
2019-02-17,1.29871,0.352277,"3,248.40",1.16%,0.01,1.16,"1,323.85",-4.12%,,
2019-02-18,1.295895,-0.21675,"3,444.50",6.04%,0.06,6.04,"1,324.05",0.40%,,
2019-02-19,1.290064,-0.44996,"3,459.50",0.44%,0.00,0.44,"1,403.90",5.59%,"2,779.76",0.15%
2019-02-20,1.292718,0.205726,"3,509.50",1.45%,0.01,1.45,"1,406.70",0.20%,"2,784.70",0.18%
2019-02-21,1.296128,0.263785,"3,476.90",-0.93%,-0.01,-0.93,"1,388.00",-1.39%,"2,774.88",-0.35%
2019-02-22,1.299142,0.232539,"3,513.10",1.04%,0.01,1.04,"1,392.50",0.38%,"2,792.67",0.64%
2019-02-23,1.294635,-0.34692,"3,657.00",4.10%,0.041,4.1,,,,
2019-02-24,1.296203,0.121115,"3,326.10",-9.05%,-0.0905,-9.05,,,,
2019-02-25,1.297069,0.066811,"3,382.20",1.69%,0.02,1.69,"1,389.00",-0.25%,"2,796.11",0.12%
2019-02-26,1.293619,-0.26598,"3,352.00",-0.89%,-0.01,-0.89,"1,387.90",-0.08%,"2,793.90",-0.08%
2019-02-27,1.29838,0.368037,"3,361.00",0.27%,0.00,0.27,"1,380.50",-0.53%,"2,792.38",-0.05%
2019-02-28,1.293201,-0.39888,"3,365.50",0.13%,0.00,0.13,"1,374.00",-0.38%,"2,784.49",-0.28%
2019-03-01,1.290791,-0.18636,"3,371.70",0.18%,0.00,0.18,"1,358.30",-1.24%,"2,803.69",0.69%
2019-03-02,1.293453,0.20623,"3,393.60",0.65%,0.0065,0.65,,,,
2019-03-03,1.298214,0.368084,"3,371.40",-0.66%,-0.0066,-0.66,,,,
2019-03-04,1.293383,-0.37213,"3,291.50",-2.37%,-0.02,-2.37,"1,346.30",-0.88%,"2,792.81",-0.39%
2019-03-05,1.29152,-0.14404,"3,422.70",3.99%,0.04,3.99,"1,343.50",-0.21%,"2,789.65",-0.11%
2019-03-06,1.299061,0.583886,"3,424.40",0.05%,0.00,0.05,"1,346.50",0.22%,"2,771.45",-0.65%
2019-03-07,1.293152,-0.45487,"3,461.80",1.09%,0.01,1.09,"1,344.90",-0.12%,"2,748.93",-0.81%
2019-03-08,1.290606,-0.19688,"3,446.00",-0.46%,0.00,-0.46,"1,358.50",1.01%,"2,743.07",-0.21%
2019-03-09,1.292686,0.161165,"3,510.30",1.87%,0.0187,1.87,,,,
2019-03-10,1.293279,0.045873,"3,493.00",-0.49%,-0.0049,-0.49,,,,
2019-03-11,1.290498,-0.21503,"3,444.90",-1.38%,-0.01,-1.38,"1,350.00",-0.63%,"2,783.30",1.47%
2019-03-12,1.295241,0.367533,"3,443.10",-0.05%,0.00,-0.05,"1,356.60",0.49%,"2,791.52",0.30%
2019-03-13,1.296067,0.063772,"3,410.40",-0.95%,-0.01,-0.95,"1,368.10",0.85%,"2,810.92",0.69%
2019-03-14,1.299565,0.269893,"3,431.80",0.63%,0.01,0.63,"1,352.90",-1.11%,"2,808.48",-0.09%
2019-03-15,1.290509,-0.69685,"3,463.40",0.92%,0.01,0.92,"1,360.60",0.57%,"2,822.48",0.50%
2019-03-16,1.297128,0.512898,"3,554.20",2.62%,0.0262,2.62,,,,
2019-03-17,1.298469,0.103382,"3,544.70",-0.27%,-0.0027,-0.27,,,,
2019-03-18,1.293571,-0.37721,"3,521.90",-0.64%,-0.01,-0.64,"1,359.40",-0.09%,"2,832.94",0.37%
2019-03-19,1.292512,-0.08187,"3,551.00",0.83%,0.01,0.83,"1,364.70",0.39%,"2,832.57",-0.01%
2019-03-20,1.293833,0.102204,"3,550.10",-0.03%,0.00,-0.03,"1,359.50",-0.38%,"2,824.23",-0.29%
2019-03-21,1.292346,-0.11493,"3,514.20",-1.01%,-0.01,-1.01,"1,364.50",0.37%,"2,854.88",1.09%
2019-03-22,1.296544,0.324836,"3,538.70",0.70%,0.01,0.70,"1,368.20",0.35%,"2,800.71",-1.90%
2019-03-23,1.294785,-0.13567,"3,535.80",-0.08%,-0.0008,-0.08,,,,
2019-03-24,1.295067,0.02178,"3,550.20",0.41%,0.0041,0.41,,,,
2019-03-25,1.299828,0.367626,"3,472.70",-2.18%,-0.02,-2.18,"1,378.10",0.64%,"2,798.36",-0.08%
2019-03-26,1.293171,-0.51214,"3,491.30",0.54%,0.01,0.54,"1,369.30",-0.64%,"2,818.46",0.72%
2019-03-27,1.296166,0.231601,"3,586.30",2.72%,0.03,2.72,"1,363.80",-0.40%,"2,805.37",-0.46%
2019-03-28,1.293959,-0.17027,"3,588.20",0.06%,0.00,0.06,"1,342.20",-1.57%,"2,815.44",0.36%
2019-03-29,1.297906,0.305033,"3,661.30",2.04%,0.02,2.04,"1,354.10",0.27%,"2,834.40",0.67%
2019-03-30,1.294718,-0.24563,"3,665.00",0.10%,0.001,0.1,,,,
2019-03-31,1.290209,-0.34826,"3,665.40",0.01%,0.0001,0.01,,,,
2019-04-01,1.292697,0.192837,"3,707.50",1.15%,0.01,1.15,"1,342.70",-0.25%,"2,867.19",1.16%
2019-04-02,1.294753,0.159047,"4,382.30",18.20%,0.18,18.20,"1,340.80",0.09%,"2,867.24",0.00%
2019-04-03,1.295316,0.043483,"4,428.10",1.05%,0.01,1.05,"1,344.00",0.01%,"2,873.40",0.21%
2019-04-04,1.298804,0.269278,"4,381.30",-1.06%,-0.01,-1.06,"1,343.50",-0.04%,"2,879.39",0.21%
2019-04-05,1.296803,-0.15406,"4,502.70",2.77%,0.03,2.77,"1,345.20",0.13%,"2,892.74",0.46%
2019-04-06,1.290224,-0.50732,"4,516.50",0.31%,0.0031,0.31,,,,
2019-04-07,1.296932,0.51991,"4,651.80",3.00%,0.03,3,,,,
2019-04-08,1.291481,-0.4203,"4,707.70",1.20%,0.01,1.20,"1,351.90",0.50%,"2,895.77",0.10%
2019-04-09,1.299216,0.598925,"4,626.10",-1.73%,-0.02,-1.73,"1,358.40",0.48%,"2,878.20",-0.61%
2019-04-10,1.298779,-0.03364,"4,729.00",2.23%,0.02,2.23,"1,363.90",0.40%,"2,888.21",0.35%
2019-04-11,1.296726,-0.15807,"4,500.10",-4.84%,-0.05,-4.84,"1,356.60",-1.50%,"2,888.32",0.00%
2019-04-12,1.290817,-0.45569,"4,519.00",0.42%,0.00,0.42,"1,346.30",0.22%,"2,907.41",0.66%
2019-04-13,1.299029,0.636186,"4,528.10",0.20%,0.002,0.2,,,,
2019-04-14,1.294919,-0.31639,"4,592.70",1.43%,0.0143,1.43,,,,
2019-04-15,1.296171,0.096686,"4,475.50",-2.55%,-0.03,-2.55,"1,342.40",-0.29%,"2,905.58",-0.06%
2019-04-16,1.293208,-0.2286,"4,626.70",3.38%,0.03,3.38,"1,329.00",-1.07%,"2,907.06",0.05%
2019-04-17,1.297999,0.370474,"4,646.30",0.42%,0.00,0.42,"1,327.60",-0.04%,"2,900.45",-0.23%
2019-04-18,1.321335,1.797844,"4,716.20",1.50%,0.02,1.50,"1,326.90",-0.05%,"2,905.03",0.16%
2019-04-19,1.338272,1.28181,"4,724.40",0.17%,0.00,0.17,"1,277.90",-3.69%,,
2019-04-20,1.337691,-0.04341,"4,750.00",0.54%,0.0054,0.54,,,,
2019-04-21,1.322101,-1.16544,"4,738.40",-0.24%,-0.0024,-0.24,,,,
2019-04-22,1.336251,1.070266,"4,804.60",1.40%,0.01,1.40,"1,328.50",3.96%,"2,907.97",0.10%
2019-04-23,1.332986,-0.24434,"4,952.50",3.08%,0.03,3.08,"1,323.80",-0.35%,"2,933.68",0.88%
2019-04-24,1.289291,-3.27798,"4,902.40",-1.01%,-0.01,-1.01,"1,329.90",0.46%,"2,927.25",-0.22%
2019-04-25,1.250892,-2.9783,"4,645.60",-5.24%,-0.05,-5.24,"1,330.20",0.02%,"2,926.17",-0.04%
2019-04-26,1.235586,-1.22361,"4,676.20",0.66%,0.01,0.66,"1,339.20",0.68%,"2,939.88",0.47%
2019-04-27,1.231758,-0.30981,"4,708.00",0.68%,0.0068,0.68,,,,
2019-04-28,1.222972,-0.71329,"4,710.70",0.06%,0.0006,0.06,,,,
2019-04-29,1.206645,-1.33503,"4,651.00",-1.27%,-0.01,-1.27,"1,331.60",-0.57%,"2,943.03",0.11%
2019-04-30,1.260836,4.491047,"4,735.10",1.81%,0.02,1.81,"1,335.70",0.31%,"2,945.83",0.10%
2019-05-01,1.25034,-0.83246,"4,800.20",1.38%,0.01,1.38,"1,334.20",-0.11%,"2,923.73",-0.75%
2019-05-02,1.260447,0.80834,"4,874.10",1.54%,0.02,1.54,"1,323.00",-0.90%,"2,917.52",-0.21%
2019-05-03,1.305774,3.596105,"5,100.10",4.64%,0.05,4.64,"1,331.70",0.72%,"2,945.64",0.96%
2019-05-04,1.275297,-2.33402,"5,214.30",2.24%,0.0224,2.24,,,,
2019-05-05,1.270787,-0.35364,"5,176.90",-0.72%,-0.0072,-0.72,,,,
2019-05-06,1.342315,5.628638,"5,127.90",-0.95%,-0.01,-0.95,"1,334.00",0.17%,"2,932.47",-0.45%
2019-05-07,1.320157,-1.65073,"5,205.00",1.50%,0.02,1.50,"1,335.80",0.13%,"2,884.05",-1.65%
2019-05-08,1.329099,0.677344,"5,335.30",2.50%,0.03,2.50,"1,338.00",-0.33%,"2,879.42",-0.16%
2019-05-09,1.323967,-0.38613,"5,493.70",2.97%,0.03,2.97,"1,335.10",0.28%,"2,870.72",-0.30%
2019-05-10,1.346125,1.673607,"5,670.00",3.21%,0.03,3.21,"1,337.20",0.16%,"2,881.40",0.37%
2019-05-11,1.510639,12.2213,"6,339.70",11.81%,0.1181,11.81,,,,
2019-05-12,1.456449,-3.58722,"6,206.70",-2.10%,-0.021,-2.1,,,,
2019-05-13,1.530465,5.081949,"6,949.30",11.96%,0.12,11.96,"1,350.20",0.97%,"2,811.87",-2.41%
2019-05-14,1.688293,10.31242,"7,124.10",2.51%,0.03,2.51,"1,343.40",-0.50%,"2,834.41",0.80%
2019-05-15,1.921537,13.81537,"7,310.10",2.61%,0.03,2.61,"1,344.50",0.08%,"2,850.96",0.58%
2019-05-16,2.052619,6.821727,"7,054.10",-3.50%,-0.04,-3.50,"1,333.10",-0.85%,"2,876.32",0.89%
2019-05-17,1.89518,-7.67015,"6,617.60",-6.19%,-0.06,-6.19,"1,322.50",-0.80%,"2,859.53",-0.58%
2019-05-18,1.823963,-3.7578,"6,549.90",-1.02%,-0.0102,-1.02,,,,
2019-05-19,2.031472,11.37682,"7,351.20",12.23%,0.1223,12.23,,,,
2019-05-20,1.958156,-3.60901,"7,173.70",-2.42%,-0.02,-2.42,"1,324.20",0.13%,"2,840.23",-0.67%
2019-05-21,1.98428,1.334112,"7,137.90",-0.50%,-0.01,-0.50,"1,320.10",-0.31%,"2,864.36",0.85%
2019-05-22,1.981014,-0.16459,"6,855.30",-3.96%,-0.04,-3.96,"1,321.30",0.09%,"2,856.27",-0.28%
2019-05-23,1.912362,-3.4655,"7,055.20",2.92%,0.03,2.92,"1,328.40",0.79%,"2,822.24",-1.19%
2019-05-24,1.939652,1.427031,"7,146.30",1.29%,0.01,1.29,"1,329.20",-0.13%,"2,826.06",0.14%
2019-05-25,1.957378,0.913875,"7,223.70",1.08%,0.0108,1.08,,,,
2019-05-26,2.07641,6.081196,"7,801.00",7.99%,0.08,7.99,"1,283.65",-3.45%,,
2019-05-27,1.982179,-4.53817,"7,852.90",0.66%,0.01,0.66,"1,283.25",0.06%,,
2019-05-28,1.982551,0.018767,"7,827.60",-0.32%,0.00,-0.32,"1,322.60",2.98%,"2,802.39",-0.84%
2019-05-29,1.982403,-0.00747,"7,801.40",-0.33%,0.00,-0.33,"1,327.80",0.24%,"2,783.02",-0.69%
2019-05-30,1.983383,0.049435,"7,460.60",-4.37%,-0.04,-4.37,"1,332.40",0.48%,"2,788.86",0.21%
2019-05-31,1.986289,0.146517,"7,689.30",3.07%,0.03,3.07,"1,342.90",1.25%,"2,752.06",-1.32%
2019-06-01,1.989261,0.149626,"7,711.00",0.28%,0.0028,0.28,,,,
2019-06-02,1.987351,-0.09602,"7,864.90",2.00%,0.02,2,,,,
2019-06-03,1.987289,-0.00312,"7,252.80",-7.78%,-0.08,-7.78,"1,356.50",1.16%,"2,744.45",-0.28%
2019-06-04,1.980913,-0.32084,"6,832.70",-5.79%,-0.06,-5.79,"1,366.50",0.09%,"2,803.27",2.14%
2019-06-05,1.990542,0.486089,"6,960.20",1.87%,0.02,1.87,"1,368.80",0.27%,"2,826.15",0.82%
2019-06-06,1.983985,-0.32941,"6,944.10",-0.23%,0.00,-0.23,"1,370.00",0.61%,"2,843.49",0.61%
2019-06-07,2.024322,2.03313,"7,098.40",2.22%,0.02,2.22,"1,382.40",0.25%,"2,873.34",1.05%
2019-06-08,2.020853,-0.17137,"7,062.80",-0.50%,-0.005,-0.5,,,,
2019-06-09,1.979563,-2.0432,"6,812.10",-3.55%,-0.0355,-3.55,,,,
2019-06-10,1.966442,-0.66282,"7,109.50",4.37%,0.04,4.37,"1,367.00",-1.09%,"2,886.73",0.47%
2019-06-11,1.973939,0.381247,"7,015.20",-1.33%,-0.01,-1.33,"1,369.00",0.15%,"2,885.72",-0.03%
2019-06-12,2.030725,2.876786,"7,260.20",3.49%,0.03,3.49,"1,373.80",0.35%,"2,879.84",-0.20%
2019-06-13,2.042638,0.586638,"7,324.80",0.89%,0.01,0.89,"1,378.30",0.50%,"2,891.64",0.41%
2019-06-14,2.01338,-1.43236,"7,773.00",6.12%,0.06,6.12,"1,379.80",0.06%,"2,886.98",-0.16%
2019-06-15,2.040452,1.344605,"7,898.30",1.61%,0.0161,1.61,,,,
2019-06-16,2.080633,1.969221,"8,010.20",1.42%,0.0142,1.42,,,,
2019-06-17,2.131326,2.436422,"8,329.30",3.98%,0.04,3.98,"1,379.70",-0.14%,"2,889.67",0.09%
2019-06-18,2.165458,1.601444,"8,117.20",-2.55%,-0.03,-2.55,"1,379.70",0.57%,"2,917.75",0.97%
2019-06-19,2.165458,0,"8,273.90",1.93%,0.02,1.93,"1,382.10",-0.22%,"2,926.46",0.30%
2019-06-20,2.165458,0,"8,455.70",2.20%,0.02,2.20,"1,417.40",3.25%,"2,954.18",0.95%
2019-06-21,2.165458,0,"8,988.60",6.30%,0.06,6.30,"1,419.60",0.23%,"2,950.46",-0.13%
2019-06-22,2.304107,6.402756,"9,362.40",4.16%,0.0416,4.16,,,,
2019-06-23,2.332807,1.245602,"9,503.80",1.51%,0.0151,1.51,,,,
2019-06-24,2.356306,1.007327,"9,686.10",1.92%,0.02,1.92,"1,439.00",1.27%,"2,945.35",-0.17%
2019-06-25,2.4229,2.826203,"10,340.30",6.75%,0.07,6.75,"1,448.70",0.03%,"2,917.38",-0.95%
2019-06-26,2.72156,12.32655,"11,263.80",8.93%,0.09,8.93,"1,440.50",-0.24%,"2,913.78",-0.12%
2019-06-27,2.266014,-16.7384,"9,785.40",-13.12%,-0.13,-13.12,"1,444.50",-0.23%,"2,924.92",0.38%
2019-06-28,,,"10,886.00",11.25%,0.11,11.25,"1,445.70",0.16%,"2,941.76",0.58%
2019-06-29,,,"10,455.00",-3.96%,-0.0396,-3.96,,,,
2019-06-30,2.286885,0.921045,"9,481.60",-9.31%,-0.0931,-9.31,,,,
2019-07-01,,,"9,371.60",-1.16%,-0.01,-1.16,"1,424.40",-1.60%,"2,964.33",0.77%
2019-07-02,2.22113,-2.87531,"9,601.80",2.46%,0.02,2.46,"1,428.60",1.35%,"2,973.01",0.29%
2019-07-03,2.280957,2.693539,"10,617.90",10.58%,0.11,10.58,"1,461.90",0.91%,"2,995.82",0.77%
2019-07-04,2.281527,0.02499,"9,924.60",-6.53%,-0.07,-6.53,"1,412.85",-2.23%,,
2019-07-05,2.212599,-3.02113,"9,809.80",-1.16%,-0.01,-1.16,"1,428.00",0.92%,"2,990.41",-0.18%
2019-07-06,,,"10,037.00",2.32%,0.0232,2.32,,,,
2019-07-07,,,"10,243.40",2.06%,0.0206,2.06,,,,
2019-07-08,2.304977,4.17509,"10,981.20",7.20%,0.07,7.20,"1,436.90",0.05%,"2,975.95",-0.48%
2019-07-09,2.319889,0.646948,"11,229.40",2.26%,0.02,2.26,"1,430.60",0.07%,"2,979.63",0.12%
2019-07-10,2.294095,-1.11186,"10,775.80",-4.04%,-0.04,-4.04,"1,450.50",0.85%,"2,993.07",0.45%
2019-07-11,2.057467,-10.3147,"10,099.20",-6.28%,-0.06,-6.28,"1,461.40",-0.36%,"2,999.91",0.23%
2019-07-12,2.135597,3.797388,"10,489.70",3.87%,0.04,3.87,"1,450.90",0.39%,"3,013.77",0.46%
2019-07-13,2.022085,-5.31524,"10,114.90",-3.57%,-0.0357,-3.57,,,,
2019-07-14,1.779541,-11.9947,"9,217.90",-8.87%,-0.0887,-8.87,,,,
2019-07-15,1.957165,9.98145,"9,653.20",4.72%,0.05,4.72,"1,452.30",0.10%,"3,014.30",0.02%
2019-07-16,1.790719,-8.50444,"8,404.00",-12.94%,-0.13,-12.94,"1,453.40",-0.14%,"3,004.04",-0.34%
2019-07-17,1.654402,-7.61242,"8,647.10",2.89%,0.03,2.89,"1,455.00",0.85%,"2,984.42",-0.65%
2019-07-18,1.698791,2.683084,"9,464.20",9.45%,0.09,9.45,"1,459.40",0.32%,"2,995.11",0.36%
2019-07-19,1.797025,5.782583,"9,400.90",-0.67%,-0.01,-0.67,"1,461.50",-0.12%,"2,976.61",-0.62%
2019-07-20,,,"9,608.10",2.20%,0.022,2.2,,,,
2019-07-21,1.840503,2.419443,"9,458.20",-1.56%,-0.0156,-1.56,,,,
2019-07-22,1.781789,-3.19011,"9,232.70",-2.38%,-0.02,-2.38,"1,466.00",0.03%,"2,985.03",0.28%
2019-07-23,1.7481,-1.89074,"8,854.10",-4.10%,-0.04,-4.10,"1,458.60",-0.35%,"3,005.47",0.68%
2019-07-24,1.752204,0.234769,"8,785.00",-0.78%,-0.01,-0.78,"1,467.20",0.14%,"3,019.56",0.47%
2019-07-25,,,"8,884.10",1.13%,0.01,1.13,"1,456.10",-0.58%,"3,003.67",-0.53%
2019-07-26,,,"8,860.20",-0.27%,0.00,-0.27,"1,460.40",0.41%,"3,025.86",0.74%
2019-07-27,1.785156,1.880603,"8,521.80",-3.82%,-0.0382,-3.82,,,,
2019-07-28,,,"8,582.20",0.71%,0.0071,0.71,,,,
2019-07-29,,,"8,535.70",-0.54%,-0.01,-0.54,"1,461.70",0.09%,"3,020.97",-0.16%
2019-07-30,1.737445,-2.67265,"8,597.00",0.72%,0.01,0.72,"1,469.00",0.59%,"3,013.18",-0.26%
2019-07-31,,,"9,105.10",5.91%,0.06,5.91,"1,452.90",-0.27%,"2,980.38",-1.09%
2019-08-01,1.773093,2.051748,"9,384.90",3.07%,0.03,3.07,"1,443.30",-0.33%,"2,953.56",-0.90%
2019-08-02,1.819,2.589091,"9,473.60",0.95%,0.01,0.95,"1,476.20",1.63%,"2,932.05",-0.73%
2019-08-03,,,"9,732.40",2.73%,0.0273,2.73,,,,
2019-08-04,1.828996,0.549533,"9,875.00",1.47%,0.0147,1.47,,,,
2019-08-05,1.926187,5.313899,"10,487.90",6.21%,0.06,6.21,"1,487.40",1.16%,"2,844.74",-2.98%
2019-08-06,1.96227,1.873286,"10,227.00",-2.49%,-0.02,-2.49,"1,498.60",0.47%,"2,881.77",1.30%
2019-08-07,1.863254,-5.04599,"10,669.60",4.33%,0.04,4.33,"1,510.60",2.31%,"2,883.98",0.08%
2019-08-08,,,"10,724.40",0.51%,0.01,0.51,"1,532.60",-0.62%,"2,938.09",1.88%
2019-08-09,,,"10,583.50",-1.31%,-0.01,-1.31,"1,535.00",-0.03%,"2,918.65",-0.66%
2019-08-10,,,"10,087.40",-4.69%,-0.0469,-4.69,,,,
2019-08-11,,,"10,332.70",2.43%,0.0243,2.43,,,,
2019-08-12,1.830797,-1.74195,"10,162.90",-1.64%,-0.02,-1.64,"1,526.40",0.55%,"2,883.75",-1.20%
2019-08-13,,,"9,730.50",-4.25%,-0.04,-4.25,"1,523.10",-0.15%,"2,926.32",1.48%
2019-08-14,,,"8,999.50",-7.51%,-0.08,-7.51,"1,532.60",0.86%,"2,840.60",-2.93%
2019-08-15,1.678425,-8.32271,"9,286.20",3.19%,0.03,3.19,"1,546.00",0.17%,"2,847.60",0.25%
2019-08-16,,,"9,346.50",0.65%,0.01,0.65,"1,541.30",-0.48%,"2,888.68",1.44%
2019-08-17,,,"9,216.80",-1.39%,-0.0139,-1.39,,,,
2019-08-18,1.707534,1.734304,"9,321.70",1.14%,0.0114,1.14,,,,
